cursor,timestamp,xpos,ypos,event,xpath,attrs,extras,log_id,date,ua,screen,window,document,task,user_id,ad_clicked,attention
0,1487022596949,0,0,load,/,{},{},20170213222701,"Mon, 13 Feb 2017 22:27:01 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1280x800,1280x694,1263x1765,jf77p3scj1pob87s15bjrpled3-dd-top_left,jf77p3scj1pob87s15bjrpled3,0,4
0,1487022596954,0,0,select,//*[@id='lst-ib'],{},{},20170213222701,"Mon, 13 Feb 2017 22:27:01 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1280x800,1280x694,1263x1765,jf77p3scj1pob87s15bjrpled3-dd-top_left,jf77p3scj1pob87s15bjrpled3,0,4
0,1487022597334,154,131,mousemove,//*[@id='tvcap']/div/div[2]/div/h3/a/span,{},"{""topRight"":591,""topLeft"":36,""bottomRight"":620,""bottomLeft"":193,""middle"":294,""inTarget"":true}",20170213222701,"Mon, 13 Feb 2017 22:27:01 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1280x800,1280x694,1263x1765,jf77p3scj1pob87s15bjrpled3-dd-top_left,jf77p3scj1pob87s15bjrpled3,0,4
0,1487022597489,181,288,mouseover,//*[@id='uid_WC7LvgAB3SYKJsKMlwt6kg_0']/div/div/div/div[1]/div[1]/div[1]/div[2]/div[3]/span,{},"{""topRight"":592,""topLeft"":190,""bottomRight"":564,""bottomLeft"":63,""middle"":266,""inTarget"":true}",20170213222701,"Mon, 13 Feb 2017 22:27:01 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1280x800,1280x694,1263x1765,jf77p3scj1pob87s15bjrpled3-dd-top_left,jf77p3scj1pob87s15bjrpled3,0,4
0,1487022598067,225,434,mousemove,//*[@id='rso']/div[1],{},"{""topRight"":614,""topLeft"":342,""bottomRight"":531,""bottomLeft"":148,""middle"":305,""inTarget"":false}",20170213222701,"Mon, 13 Feb 2017 22:27:01 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1280x800,1280x694,1263x1765,jf77p3scj1pob87s15bjrpled3-dd-top_left,jf77p3scj1pob87s15bjrpled3,0,4
0,1487022598230,231,450,mousemove,//*[@id='rso']/div[1]/div[2]/div/h3/a,{},"{""topRight"":618,""topLeft"":359,""bottomRight"":529,""bottomLeft"":164,""middle"":313,""inTarget"":false}",20170213222701,"Mon, 13 Feb 2017 22:27:01 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1280x800,1280x694,1263x1765,jf77p3scj1pob87s15bjrpled3-dd-top_left,jf77p3scj1pob87s15bjrpled3,0,4
0,1487022598398,232,461,mousemove,//*[@id='rso']/div[1]/div[2]/div/h3/a,{},"{""topRight"":623,""topLeft"":370,""bottomRight"":531,""bottomLeft"":174,""middle"":320,""inTarget"":false}",20170213222701,"Mon, 13 Feb 2017 22:27:01 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1280x800,1280x694,1263x1765,jf77p3scj1pob87s15bjrpled3-dd-top_left,jf77p3scj1pob87s15bjrpled3,0,4
0,1487022599891,232,461,mousemove,//*[@id='rso']/div[1]/div[2]/div/h3/a,{},"{""topRight"":623,""topLeft"":370,""bottomRight"":531,""bottomLeft"":174,""middle"":320,""inTarget"":false}",20170213222701,"Mon, 13 Feb 2017 22:27:01 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1280x800,1280x694,1263x1765,jf77p3scj1pob87s15bjrpled3-dd-top_left,jf77p3scj1pob87s15bjrpled3,0,4
0,1487022600046,239,442,mousemove,//*[@id='rso']/div[1],{},"{""topRight"":607,""topLeft"":354,""bottomRight"":519,""bottomLeft"":163,""middle"":301,""inTarget"":false}",20170213222701,"Mon, 13 Feb 2017 22:27:01 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1280x800,1280x694,1263x1765,jf77p3scj1pob87s15bjrpled3-dd-top_left,jf77p3scj1pob87s15bjrpled3,0,4
0,1487022600243,307,191,mouseover,//*[@id='platop1'],{},"{""topRight"":445,""topLeft"":198,""bottomRight"":456,""bottomLeft"":222,""middle"":131,""inTarget"":true}",20170213222701,"Mon, 13 Feb 2017 22:27:01 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1280x800,1280x694,1263x1765,jf77p3scj1pob87s15bjrpled3-dd-top_left,jf77p3scj1pob87s15bjrpled3,0,4
