cursor,timestamp,xpos,ypos,event,xpath,attrs,extras,log_id,date,ua,screen,window,document,task,user_id,ad_clicked,attention
0,1486406302489,0,0,load,/,{},{},20170206193648,"Mon, 06 Feb 2017 19:36:48 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1360x768,1360x638,1343x1963,nvhsj08rknvh7m3jp44d4f6gv0-dd-top_left,nvhsj08rknvh7m3jp44d4f6gv0,1,5
0,1486406303728,36,406,mousemove,//*[@id='rcnt'],{},"{""topRight"":767,""topLeft"":314,""bottomRight"":712,""bottomLeft"":129,""middle"":413,""inTarget"":false}",20170206193648,"Mon, 06 Feb 2017 19:36:48 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1360x768,1360x638,1343x1963,nvhsj08rknvh7m3jp44d4f6gv0-dd-top_left,nvhsj08rknvh7m3jp44d4f6gv0,1,5
0,1486406303879,53,395,mousemove,//*[@id='rcnt'],{},"{""topRight"":747,""topLeft"":299,""bottomRight"":696,""bottomLeft"":126,""middle"":393,""inTarget"":false}",20170206193648,"Mon, 06 Feb 2017 19:36:48 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1360x768,1360x638,1343x1963,nvhsj08rknvh7m3jp44d4f6gv0-dd-top_left,nvhsj08rknvh7m3jp44d4f6gv0,1,5
0,1486406304908,0,0,scroll,/,{},{},20170206193648,"Mon, 06 Feb 2017 19:36:48 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1360x768,1360x638,1343x1963,nvhsj08rknvh7m3jp44d4f6gv0-dd-top_left,nvhsj08rknvh7m3jp44d4f6gv0,1,5
0,1486406305065,0,0,scroll,/,{},{},20170206193648,"Mon, 06 Feb 2017 19:36:48 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1360x768,1360x638,1343x1963,nvhsj08rknvh7m3jp44d4f6gv0-dd-top_left,nvhsj08rknvh7m3jp44d4f6gv0,1,5
0,1486406305529,53,589,mousemove,//*[@id='rcnt'],{},"{""topRight"":841,""topLeft"":489,""bottomRight"":695,""bottomLeft"":119,""middle"":478,""inTarget"":false}",20170206193648,"Mon, 06 Feb 2017 19:36:48 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1360x768,1360x638,1343x1963,nvhsj08rknvh7m3jp44d4f6gv0-dd-top_left,nvhsj08rknvh7m3jp44d4f6gv0,1,5
0,1486406305874,0,0,scroll,/,{},{},20170206193648,"Mon, 06 Feb 2017 19:36:48 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1360x768,1360x638,1343x1963,nvhsj08rknvh7m3jp44d4f6gv0-dd-top_left,nvhsj08rknvh7m3jp44d4f6gv0,1,5
0,1486406306033,0,0,scroll,/,{},{},20170206193648,"Mon, 06 Feb 2017 19:36:48 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1360x768,1360x638,1343x1963,nvhsj08rknvh7m3jp44d4f6gv0-dd-top_left,nvhsj08rknvh7m3jp44d4f6gv0,1,5
0,1486406306764,0,0,scroll,/,{},{},20170206193648,"Mon, 06 Feb 2017 19:36:48 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1360x768,1360x638,1343x1963,nvhsj08rknvh7m3jp44d4f6gv0-dd-top_left,nvhsj08rknvh7m3jp44d4f6gv0,1,5
0,1486406306957,0,0,scroll,/,{},{},20170206193648,"Mon, 06 Feb 2017 19:36:48 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1360x768,1360x638,1343x1963,nvhsj08rknvh7m3jp44d4f6gv0-dd-top_left,nvhsj08rknvh7m3jp44d4f6gv0,1,5
0,1486406307690,0,0,scroll,/,{},{},20170206193648,"Mon, 06 Feb 2017 19:36:48 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1360x768,1360x638,1343x1963,nvhsj08rknvh7m3jp44d4f6gv0-dd-top_left,nvhsj08rknvh7m3jp44d4f6gv0,1,5
0,1486406307846,0,0,scroll,/,{},{},20170206193648,"Mon, 06 Feb 2017 19:36:48 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1360x768,1360x638,1343x1963,nvhsj08rknvh7m3jp44d4f6gv0-dd-top_left,nvhsj08rknvh7m3jp44d4f6gv0,1,5
0,1486406308079,0,0,scroll,/,{},{},20170206193648,"Mon, 06 Feb 2017 19:36:48 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1360x768,1360x638,1343x1963,nvhsj08rknvh7m3jp44d4f6gv0-dd-top_left,nvhsj08rknvh7m3jp44d4f6gv0,1,5
0,1486406308292,0,0,scroll,/,{},{},20170206193648,"Mon, 06 Feb 2017 19:36:48 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1360x768,1360x638,1343x1963,nvhsj08rknvh7m3jp44d4f6gv0-dd-top_left,nvhsj08rknvh7m3jp44d4f6gv0,1,5
0,1486406308474,130,236,mouseover,//*[@id='tvcap']/div[1],{},"{""topRight"":626,""topLeft"":130,""bottomRight"":665,""bottomLeft"":260,""middle"":312,""inTarget"":false}",20170206193648,"Mon, 06 Feb 2017 19:36:48 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1360x768,1360x638,1343x1963,nvhsj08rknvh7m3jp44d4f6gv0-dd-top_left,nvhsj08rknvh7m3jp44d4f6gv0,1,5
