epoch,train_loss,valid_loss,accuracy,time
0,2.161709785461426,1.8632341623306274,0.3029260039329529,02:33
1,2.0019121170043945,1.7879668474197388,0.3235800266265869,02:18
2,1.7980289459228516,1.7169148921966553,0.33907055854797363,01:26
3,1.5426560640335083,1.6543391942977905,0.3528399169445038,02:44
4,1.3569388389587402,1.677106261253357,0.3356282413005829,02:02
