cursor,timestamp,xpos,ypos,event,xpath,attrs,extras,xpos_scaled,ypos_scaled,timestamp_diff,speed,acceleration,log_id,date,ua,screen,window,document,task,user_id,ad_clicked,attention
0,1530375454865,0,0,load,/,{},{},0.0,0.0,1.0,0.0,0.0,20180630181502,"Sat, 30 Jun 2018 18:15:02 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0,1536x824,1536x723,1519x1930,nrgs0mccufgo1cnkht90kh1r64-native-top_left,nrgs0mccufgo1cnkht90kh1r64,0,4
0,1530375458766,0,1,scroll,/,{},{},0.0,0.0013831258644536654,3901.0,0.0002563445270443476,0.0002563445270443476,20180630181502,"Sat, 30 Jun 2018 18:15:02 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0,1536x824,1536x723,1519x1930,nrgs0mccufgo1cnkht90kh1r64-native-top_left,nrgs0mccufgo1cnkht90kh1r64,0,4
0,1530375458922,0,59,scroll,/,{},{},0.0,0.08160442600276625,156.0,0.3717948717948718,0.37153852726782743,20180630181502,"Sat, 30 Jun 2018 18:15:02 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0,1536x824,1536x723,1519x1930,nrgs0mccufgo1cnkht90kh1r64-native-top_left,nrgs0mccufgo1cnkht90kh1r64,0,4
0,1530375459077,0,104,scroll,/,{},{},0.0,0.14384508990318118,155.0,0.2903225806451613,-0.0814722911497105,20180630181502,"Sat, 30 Jun 2018 18:15:02 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0,1536x824,1536x723,1519x1930,nrgs0mccufgo1cnkht90kh1r64-native-top_left,nrgs0mccufgo1cnkht90kh1r64,0,4
0,1530375459796,0,111,scroll,/,{},{},0.0,0.15352697095435686,719.0,0.009735744089012517,-0.2805868365561488,20180630181502,"Sat, 30 Jun 2018 18:15:02 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0,1536x824,1536x723,1519x1930,nrgs0mccufgo1cnkht90kh1r64-native-top_left,nrgs0mccufgo1cnkht90kh1r64,0,4
0,1530375459954,0,163,scroll,/,{},{},0.0,0.22544951590594745,158.0,0.3291139240506329,0.3193781799616204,20180630181502,"Sat, 30 Jun 2018 18:15:02 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0,1536x824,1536x723,1519x1930,nrgs0mccufgo1cnkht90kh1r64-native-top_left,nrgs0mccufgo1cnkht90kh1r64,0,4
0,1530375460110,0,217,scroll,/,{},{},0.0,0.30013831258644535,156.0,0.34615384615384615,0.017039922103213256,20180630181502,"Sat, 30 Jun 2018 18:15:02 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0,1536x824,1536x723,1519x1930,nrgs0mccufgo1cnkht90kh1r64-native-top_left,nrgs0mccufgo1cnkht90kh1r64,0,4
0,1530375460270,463,519,mouseover,//*[@id='rso']/div[1]/div[3]/div/div/div/div[2],{},"{""topRight"":505,""topLeft"":536,""bottomRight"":411,""bottomLeft"":450,""middle"":361,""inTarget"":false}",0.3014322916666667,0.7178423236514523,160.0,3.454916107881637,3.1087622617277906,20180630181502,"Sat, 30 Jun 2018 18:15:02 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0,1536x824,1536x723,1519x1930,nrgs0mccufgo1cnkht90kh1r64-native-top_left,nrgs0mccufgo1cnkht90kh1r64,0,4
0,1530375460439,390,486,mousemove,//*[@id='rso']/div[1]/div[3]/div/div/div/div[1]/cite,{},"{""topRight"":524,""topLeft"":467,""bottomRight"":443,""bottomLeft"":374,""middle"":330,""inTarget"":false}",0.25390625,0.6721991701244814,169.0,0.47403799413892855,-2.9808781137427083,20180630181502,"Sat, 30 Jun 2018 18:15:02 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0,1536x824,1536x723,1519x1930,nrgs0mccufgo1cnkht90kh1r64-native-top_left,nrgs0mccufgo1cnkht90kh1r64,0,4
0,1530375460594,306,476,mousemove,//*[@id='rso']/div[1]/div[3]/div/h3/a,{},"{""topRight"":577,""topLeft"":416,""bottomRight"":508,""bottomLeft"":313,""middle"":342,""inTarget"":false}",0.19921875,0.6583679114799447,155.0,0.5457622189046865,0.0717242247657579,20180630181502,"Sat, 30 Jun 2018 18:15:02 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0,1536x824,1536x723,1519x1930,nrgs0mccufgo1cnkht90kh1r64-native-top_left,nrgs0mccufgo1cnkht90kh1r64,0,4
0,1530375460750,282,479,mousemove,//*[@id='rso']/div[1]/div[3]/div/h3,{},"{""topRight"":598,""topLeft"":409,""bottomRight"":530,""bottomLeft"":302,""middle"":355,""inTarget"":false}",0.18359375,0.6625172890733056,156.0,0.15504341823651055,-0.3907188006681759,20180630181502,"Sat, 30 Jun 2018 18:15:02 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0,1536x824,1536x723,1519x1930,nrgs0mccufgo1cnkht90kh1r64-native-top_left,nrgs0mccufgo1cnkht90kh1r64,0,4
0,1530375460938,263,472,mousemove,//*[@id='rso']/div[1]/div[3]/div/h3/a,{},"{""topRight"":608,""topLeft"":396,""bottomRight"":543,""bottomLeft"":287,""middle"":357,""inTarget"":false}",0.17122395833333334,0.65283540802213,188.0,0.10770455708147121,-0.04733886115503934,20180630181502,"Sat, 30 Jun 2018 18:15:02 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0,1536x824,1536x723,1519x1930,nrgs0mccufgo1cnkht90kh1r64-native-top_left,nrgs0mccufgo1cnkht90kh1r64,0,4
