cursor,timestamp,xpos,ypos,event,xpath,attrs,extras,xpos_scaled,ypos_scaled,timestamp_diff,speed,acceleration,log_id,date,ua,screen,window,document,task,user_id,ad_clicked,attention
0,1538393129811,0,0,load,/,{},{},0.0,0.0,1.0,0.0,0.0,20181001132239,"Mon, 01 Oct 2018 13:22:39 +0200","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",1360x768,1360x657,1343x1744,gp7a7jnl9safu2iehpv4l20113-dd-top_right,gp7a7jnl9safu2iehpv4l20113,0,5
0,1538393130011,656,283,mousemove,//*[@id='imagebox_bigimages'],{},"{""topRight"":614,""topLeft"":222,""bottomRight"":731,""bottomLeft"":455,""middle"":383,""inTarget"":false}",0.4823529411764706,0.4307458143074581,200.0,3.5722017020319554,3.5722017020319554,20181001132239,"Mon, 01 Oct 2018 13:22:39 +0200","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",1360x768,1360x657,1343x1744,gp7a7jnl9safu2iehpv4l20113-dd-top_right,gp7a7jnl9safu2iehpv4l20113,0,5
0,1538393130162,656,281,mousemove,//*[@id='imagebox_bigimages'],{},"{""topRight"":613,""topLeft"":220,""bottomRight"":733,""bottomLeft"":457,""middle"":384,""inTarget"":false}",0.4823529411764706,0.4277016742770167,151.0,0.013245033112582781,-3.5589566689193726,20181001132239,"Mon, 01 Oct 2018 13:22:39 +0200","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",1360x768,1360x657,1343x1744,gp7a7jnl9safu2iehpv4l20113-dd-top_right,gp7a7jnl9safu2iehpv4l20113,0,5
0,1538393130345,656,278,mousemove,//*[@id='imagebox_bigimages'],{},"{""topRight"":613,""topLeft"":218,""bottomRight"":734,""bottomLeft"":460,""middle"":385,""inTarget"":false}",0.4823529411764706,0.4231354642313546,183.0,0.01639344262295082,0.003148409510368039,20181001132239,"Mon, 01 Oct 2018 13:22:39 +0200","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",1360x768,1360x657,1343x1744,gp7a7jnl9safu2iehpv4l20113-dd-top_right,gp7a7jnl9safu2iehpv4l20113,0,5
0,1538393130711,655,272,mousemove,//*[@id='imagebox_bigimages'],{},"{""topRight"":612,""topLeft"":214,""bottomRight"":739,""bottomLeft"":466,""middle"":388,""inTarget"":false}",0.48161764705882354,0.4140030441400304,366.0,0.016619569754913167,0.00022612713196234688,20181001132239,"Mon, 01 Oct 2018 13:22:39 +0200","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",1360x768,1360x657,1343x1744,gp7a7jnl9safu2iehpv4l20113-dd-top_right,gp7a7jnl9safu2iehpv4l20113,0,5
0,1538393130861,647,238,mousemove,//*[@id='rso'],{},"{""topRight"":611,""topLeft"":195,""bottomRight"":766,""bottomLeft"":501,""middle"":409,""inTarget"":false}",0.47573529411764703,0.3622526636225266,150.0,0.23285665595430638,0.21623708619939322,20181001132239,"Mon, 01 Oct 2018 13:22:39 +0200","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",1360x768,1360x657,1343x1744,gp7a7jnl9safu2iehpv4l20113-dd-top_right,gp7a7jnl9safu2iehpv4l20113,0,5
0,1538393131095,647,232,mousemove,//*[@id='rso'],{},"{""topRight"":610,""topLeft"":191,""bottomRight"":770,""bottomLeft"":507,""middle"":411,""inTarget"":false}",0.47573529411764703,0.3531202435312024,234.0,0.02564102564102564,-0.20721563031328075,20181001132239,"Mon, 01 Oct 2018 13:22:39 +0200","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",1360x768,1360x657,1343x1744,gp7a7jnl9safu2iehpv4l20113-dd-top_right,gp7a7jnl9safu2iehpv4l20113,0,5
0,1538393131245,648,226,mousemove,//*[@id='rso'],{},"{""topRight"":608,""topLeft"":186,""bottomRight"":773,""bottomLeft"":512,""middle"":413,""inTarget"":false}",0.4764705882352941,0.3439878234398782,150.0,0.04055175020198813,0.014910724560962492,20181001132239,"Mon, 01 Oct 2018 13:22:39 +0200","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",1360x768,1360x657,1343x1744,gp7a7jnl9safu2iehpv4l20113-dd-top_right,gp7a7jnl9safu2iehpv4l20113,0,5
0,1538393131412,645,222,mousemove,//*[@id='rso'],{},"{""topRight"":610,""topLeft"":186,""bottomRight"":778,""bottomLeft"":517,""middle"":418,""inTarget"":false}",0.4742647058823529,0.3378995433789954,167.0,0.029940119760479042,-0.01061163044150909,20181001132239,"Mon, 01 Oct 2018 13:22:39 +0200","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",1360x768,1360x657,1343x1744,gp7a7jnl9safu2iehpv4l20113-dd-top_right,gp7a7jnl9safu2iehpv4l20113,0,5
0,1538393132495,643,222,mousemove,//*[@id='rso'],{},"{""topRight"":612,""topLeft"":187,""bottomRight"":779,""bottomLeft"":517,""middle"":419,""inTarget"":false}",0.4727941176470588,0.3378995433789954,1083.0,0.0018467220683287165,-0.028093397692150326,20181001132239,"Mon, 01 Oct 2018 13:22:39 +0200","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",1360x768,1360x657,1343x1744,gp7a7jnl9safu2iehpv4l20113-dd-top_right,gp7a7jnl9safu2iehpv4l20113,0,5
