cursor,timestamp,xpos,ypos,event,xpath,attrs,extras,xpos_scaled,ypos_scaled,timestamp_diff,speed,acceleration,log_id,date,ua,screen,window,document,task,user_id,ad_clicked,attention
0,1538392020942,0,0,load,/,{},{},0.0,0.0,1.0,0.0,0.0,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
0,1538392021712,0,0,focus,/,{},{},0.0,0.0,770.0,0.0,0.0,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
0,1538392022638,663,4,mouseover,//*[@id='searchform']/div/div,{},"{""topRight"":126,""topLeft"":544,""bottomRight"":293,""bottomLeft"":605,""middle"":295,""inTarget"":false}",0.51796875,0.004395604395604396,926.0,0.7159957518954727,0.7159957518954727,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
0,1538392022836,665,50,mouseover,//*[@id='tsf']/div[2]/div[2],{},"{""topRight"":93,""topLeft"":539,""bottomRight"":249,""bottomLeft"":587,""middle"":270,""inTarget"":false}",0.51953125,0.054945054945054944,198.0,0.2325427158226533,-0.4834530360728194,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
0,1538392023233,0,0,blur,/,{},{},0.0,0.0,397.0,1.6797910582806794,1.447248342458026,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
0,1538392037790,0,0,focus,/,{},{},0.0,0.0,14557.0,0.0,-1.6797910582806794,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
0,1538392039281,760,11,mouseover,//*[@id='sbtc']/div,{},"{""topRight"":90,""topLeft"":638,""bottomRight"":275,""bottomLeft"":689,""middle"":372,""inTarget"":false}",0.59375,0.012087912087912088,1491.0,0.509778404489951,0.509778404489951,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
0,1538392039446,857,251,mousemove,//*[@id='rcnt'],{},"{""topRight"":189,""topLeft"":744,""bottomRight"":118,""bottomLeft"":730,""middle"":425,""inTarget"":false}",0.66953125,0.27582417582417584,165.0,1.56885434268981,1.0590759381998591,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
0,1538392039630,839,284,mousemove,//*[@id='rcnt'],{},"{""topRight"":207,""topLeft"":734,""bottomRight"":95,""bottomLeft"":711,""middle"":413,""inTarget"":false}",0.65546875,0.3120879120879121,184.0,0.20429289270883152,-1.3645614499809786,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
0,1538392039996,837,284,mousemove,//*[@id='rcnt'],{},"{""topRight"":206,""topLeft"":732,""bottomRight"":93,""bottomLeft"":709,""middle"":411,""inTarget"":false}",0.65390625,0.3120879120879121,366.0,0.00546448087431694,-0.19882841183451458,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
0,1538392040230,837,283,mousemove,//*[@id='rcnt'],{},"{""topRight"":205,""topLeft"":732,""bottomRight"":93,""bottomLeft"":709,""middle"":411,""inTarget"":false}",0.65390625,0.310989010989011,234.0,0.004273504273504274,-0.001190976600812666,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
0,1538392040396,925,0,mousemove,//*[@id='searchform']/div/div,{},"{""topRight"":207,""topLeft"":803,""bottomRight"":338,""bottomLeft"":847,""middle"":526,""inTarget"":false}",0.72265625,0.0,166.0,1.7853393215184028,1.7810658172448985,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
0,1538392040742,0,0,blur,/,{},{},0.0,0.0,346.0,2.6734104046242773,0.8880710831058745,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
0,1538392042313,0,0,focus,/,{},{},0.0,0.0,1571.0,0.0,-2.6734104046242773,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
0,1538392042562,680,5,mouseover,//*[@id='searchform']/div/div,{},"{""topRight"":115,""topLeft"":560,""bottomRight"":288,""bottomLeft"":619,""middle"":308,""inTarget"":false}",0.53125,0.005494505494505495,249.0,2.7309975184919035,2.7309975184919035,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
0,1538392042728,818,420,mousemove,//*[@id='rcnt'],{},"{""topRight"":328,""topLeft"":761,""bottomRight"":153,""bottomLeft"":703,""middle"":444,""inTarget"":false}",0.6390625,0.46153846153846156,166.0,2.6345970766747775,-0.09640044181712604,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
0,1538392043944,873,484,mousemove,//*[@id='rcnt'],{},"{""topRight"":405,""topLeft"":838,""bottomRight"":236,""bottomLeft"":771,""middle"":525,""inTarget"":false}",0.68203125,0.5318681318681319,1216.0,0.06939639621641375,-2.565200680458364,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
0,1538392044163,873,477,mousemove,//*[@id='rcnt'],{},"{""topRight"":398,""topLeft"":835,""bottomRight"":230,""bottomLeft"":769,""middle"":521,""inTarget"":false}",0.68203125,0.5241758241758242,219.0,0.0319634703196347,-0.037432925896779046,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
0,1538392044313,804,317,mousemove,//*[@id='rcnt'],{},"{""topRight"":225,""topLeft"":710,""bottomRight"":68,""bottomLeft"":677,""middle"":388,""inTarget"":false}",0.628125,0.34835164835164834,150.0,1.1616272111903103,1.1296637408706756,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
0,1538392044839,0,0,blur,/,{},{},0.0,0.0,526.0,1.6430354703488872,0.4814082591585769,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
0,1538392059056,0,0,focus,/,{},{},0.0,0.0,14217.0,0.0,-1.6430354703488872,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
0,1538392059271,1135,53,mouseover,//*[@id='surfearner_frame']/div[4],{},"{""topRight"":394,""topLeft"":1008,""bottomRight"":455,""bottomLeft"":1034,""middle"":713,""inTarget"":false}",0.88671875,0.05824175824175824,215.0,5.284822191163295,5.284822191163295,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
0,1538392059425,1178,371,mousemove,//*[@id='rcnt'],{},"{""topRight"":512,""topLeft"":1084,""bottomRight"":442,""bottomLeft"":1053,""middle"":763,""inTarget"":false}",0.9203125,0.4076923076923077,154.0,2.083727685170747,-3.201094505992548,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
0,1538392059595,1105,407,mousemove,//*[@id='rcnt'],{},"{""topRight"":474,""topLeft"":1024,""bottomRight"":381,""bottomLeft"":984,""middle"":702,""inTarget"":false}",0.86328125,0.4472527472527473,170.0,0.47878884106175607,-1.604938844108991,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
0,1538392060004,1097,407,mousemove,//*[@id='rcnt'],{},"{""topRight"":468,""topLeft"":1016,""bottomRight"":373,""bottomLeft"":977,""middle"":695,""inTarget"":false}",0.85703125,0.4472527472527473,409.0,0.019559902200488997,-0.4592289388612671,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
0,1538392060158,1063,426,mousemove,//*[@id='rcnt'],{},"{""topRight"":456,""topLeft"":990,""bottomRight"":348,""bottomLeft"":945,""middle"":669,""inTarget"":false}",0.83046875,0.46813186813186813,154.0,0.25291353369026554,0.23335363148977653,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
0,1538392061054,1048,432,mousemove,//*[@id='rcnt'],{},"{""topRight"":450,""topLeft"":978,""bottomRight"":337,""bottomLeft"":932,""middle"":657,""inTarget"":false}",0.81875,0.4747252747252747,896.0,0.01803068573817356,-0.23488284795209197,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
0,1538392061602,0,5,scroll,/,{},{},0.0,0.005494505494505495,548.0,2.0650557745276674,2.047025088789494,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
0,1538392061753,0,51,scroll,/,{},{},0.0,0.056043956043956046,151.0,0.304635761589404,-1.7604200129382634,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
0,1538392061903,0,95,scroll,/,{},{},0.0,0.1043956043956044,150.0,0.29333333333333333,-0.01130242825607064,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
0,1538392062188,1041,532,mousemove,//*[@id='rcnt'],{},"{""topRight"":524,""topLeft"":1010,""bottomRight"":386,""bottomLeft"":946,""middle"":694,""inTarget"":false}",0.81328125,0.5846153846153846,285.0,3.961417494109231,3.6680841607758974,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
0,1538392062725,1039,532,mousemove,//*[@id='rcnt'],{},"{""topRight"":523,""topLeft"":1008,""bottomRight"":384,""bottomLeft"":944,""middle"":692,""inTarget"":false}",0.81171875,0.5846153846153846,537.0,0.0037243947858473,-3.9576930993233836,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
0,1538392062919,1025,527,mousemove,//*[@id='rcnt'],{},"{""topRight"":511,""topLeft"":993,""bottomRight"":370,""bottomLeft"":929,""middle"":677,""inTarget"":false}",0.80078125,0.5791208791208792,194.0,0.0766292203470026,0.07290482556115531,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
0,1538392063069,1022,529,mousemove,//*[@id='rcnt'],{},"{""topRight"":511,""topLeft"":992,""bottomRight"":369,""bottomLeft"":926,""middle"":675,""inTarget"":false}",0.7984375,0.5813186813186814,150.0,0.02403700850309326,-0.052592211843909345,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
0,1538392063220,1019,534,mousemove,//*[@id='rcnt'],{},"{""topRight"":514,""topLeft"":991,""bottomRight"":370,""bottomLeft"":925,""middle"":675,""inTarget"":false}",0.79609375,0.5868131868131868,151.0,0.03861557546255166,0.014578566959458403,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
0,1538392063370,1001,537,mousemove,//*[@id='rcnt'],{},"{""topRight"":507,""topLeft"":976,""bottomRight"":359,""bottomLeft"":908,""middle"":661,""inTarget"":false}",0.78203125,0.5901098901098901,150.0,0.1216552506059644,0.08303967514341273,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
0,1538392063520,980,548,mousemove,//*[@id='rcnt'],{},"{""topRight"":506,""topLeft"":963,""bottomRight"":353,""bottomLeft"":891,""middle"":650,""inTarget"":false}",0.765625,0.6021978021978022,150.0,0.15804359454839598,0.03638834394243158,20181001130408,"Mon, 01 Oct 2018 13:04:08 +0200",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1280x1024,1280x910,1263x1768,2u1800ll8vs1hv4m8449gcskg2-native-top_left,2u1800ll8vs1hv4m8449gcskg2,0,4
