cursor,timestamp,xpos,ypos,event,xpath,attrs,extras,xpos_scaled,ypos_scaled,timestamp_diff,speed,acceleration,log_id,date,ua,screen,window,document,task,user_id,ad_clicked,attention
0,1533194025107,0,0,load,/,{},{},0.0,0.0,1.0,0.0,0.0,20180802091110,"Thu, 02 Aug 2018 09:11:10 +0200","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1920x1080,1920x974,1903x2321,42stk82v3vcm61t0crjqkq7u16-dd-top_left,42stk82v3vcm61t0crjqkq7u16,0,2
0,1533194025648,0,0,focus,/,{},{},0.0,0.0,541.0,0.0,0.0,20180802091110,"Thu, 02 Aug 2018 09:11:10 +0200","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1920x1080,1920x974,1903x2321,42stk82v3vcm61t0crjqkq7u16-dd-top_left,42stk82v3vcm61t0crjqkq7u16,0,2
0,1533194025649,0,0,focus,/,{},{},0.0,0.0,1.0,0.0,0.0,20180802091110,"Thu, 02 Aug 2018 09:11:10 +0200","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1920x1080,1920x974,1903x2321,42stk82v3vcm61t0crjqkq7u16-dd-top_left,42stk82v3vcm61t0crjqkq7u16,0,2
0,1533194025876,698,5,mouseover,//*[@id='searchform']/div/div,{},"{""topRight"":110,""topLeft"":579,""bottomRight"":508,""bottomLeft"":762,""middle"":402,""inTarget"":false}",0.36354166666666665,0.00513347022587269,227.0,3.0749687580604768,3.0749687580604768,20180802091110,"Thu, 02 Aug 2018 09:11:10 +0200","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1920x1080,1920x974,1903x2321,42stk82v3vcm61t0crjqkq7u16-dd-top_left,42stk82v3vcm61t0crjqkq7u16,0,2
0,1533194026026,674,74,mousemove,//*[@id='slim_appbar'],{},"{""topRight"":75,""topLeft"":547,""bottomRight"":442,""bottomLeft"":699,""middle"":335,""inTarget"":false}",0.35104166666666664,0.07597535934291581,150.0,0.48703182647543686,-2.58793693158504,20180802091110,"Thu, 02 Aug 2018 09:11:10 +0200","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1920x1080,1920x974,1903x2321,42stk82v3vcm61t0crjqkq7u16-dd-top_left,42stk82v3vcm61t0crjqkq7u16,0,2
0,1533194026176,597,142,mousemove,//*[@id='tvcap']/div[1]/div,{},"{""topRight"":149,""topLeft"":470,""bottomRight"":396,""bottomLeft"":597,""middle"":232,""inTarget"":true}",0.3109375,0.1457905544147844,150.0,0.6848519710289387,0.19782014455350183,20180802091110,"Thu, 02 Aug 2018 09:11:10 +0200","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1920x1080,1920x974,1903x2321,42stk82v3vcm61t0crjqkq7u16-dd-top_left,42stk82v3vcm61t0crjqkq7u16,0,2
0,1533194026342,530,206,mouseover,//*[@id='tvcap']/div[1]/div/div[2]/div[1]/div[2]/div[1]/div[1],{},"{""topRight"":234,""topLeft"":414,""bottomRight"":371,""bottomLeft"":505,""middle"":140,""inTarget"":true}",0.2760416666666667,0.21149897330595482,166.0,0.5581643077059519,-0.12668766332298675,20180802091110,"Thu, 02 Aug 2018 09:11:10 +0200","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1920x1080,1920x974,1903x2321,42stk82v3vcm61t0crjqkq7u16-dd-top_left,42stk82v3vcm61t0crjqkq7u16,0,2
0,1533194026492,516,241,mousemove,//*[@id='tvcap']/div[1]/div/div[2]/div[1]/div[2]/div[1]/div[2]/div[1]/a,{},"{""topRight"":263,""topLeft"":411,""bottomRight"":352,""bottomLeft"":473,""middle"":105,""inTarget"":true}",0.26875,0.24743326488706366,150.0,0.2513076909996102,-0.30685661670634173,20180802091110,"Thu, 02 Aug 2018 09:11:10 +0200","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1920x1080,1920x974,1903x2321,42stk82v3vcm61t0crjqkq7u16-dd-top_left,42stk82v3vcm61t0crjqkq7u16,0,2
0,1533194026643,556,281,mousemove,//*[@id='tvcap']/div[1]/div/div[2]/div[1],{},"{""topRight"":255,""topLeft"":462,""bottomRight"":296,""bottomLeft"":486,""middle"":124,""inTarget"":true}",0.28958333333333336,0.28850102669404515,151.0,0.374626109237906,0.12331841823829581,20180802091110,"Thu, 02 Aug 2018 09:11:10 +0200","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1920x1080,1920x974,1903x2321,42stk82v3vcm61t0crjqkq7u16-dd-top_left,42stk82v3vcm61t0crjqkq7u16,0,2
0,1533194026810,632,282,mousemove,//*[@id='tvcap']/div[1]/div/div[2]/div[1],{},"{""topRight"":208,""topLeft"":534,""bottomRight"":254,""bottomLeft"":554,""middle"":199,""inTarget"":true}",0.32916666666666666,0.28952772073921973,167.0,0.45512921354873925,0.08050310431083324,20180802091110,"Thu, 02 Aug 2018 09:11:10 +0200","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1920x1080,1920x974,1903x2321,42stk82v3vcm61t0crjqkq7u16-dd-top_left,42stk82v3vcm61t0crjqkq7u16,0,2
0,1533194026975,701,256,mousemove,//*[@id='tvcap']/div[1]/div/div[2]/div[1],{},"{""topRight"":156,""topLeft"":592,""bottomRight"":258,""bottomLeft"":627,""middle"":271,""inTarget"":true}",0.3651041666666667,0.26283367556468173,165.0,0.44688494317153393,-0.00824427037720532,20180802091110,"Thu, 02 Aug 2018 09:11:10 +0200","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1920x1080,1920x974,1903x2321,42stk82v3vcm61t0crjqkq7u16-dd-top_left,42stk82v3vcm61t0crjqkq7u16,0,2
0,1533194027126,723,260,mousemove,//*[@id='tvcap']/div[1]/div/div[2]/div[1],{},"{""topRight"":155,""topLeft"":615,""bottomRight"":252,""bottomLeft"":646,""middle"":292,""inTarget"":true}",0.3765625,0.2669404517453799,151.0,0.14808397201985363,-0.2988009711516803,20180802091110,"Thu, 02 Aug 2018 09:11:10 +0200","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1920x1080,1920x974,1903x2321,42stk82v3vcm61t0crjqkq7u16-dd-top_left,42stk82v3vcm61t0crjqkq7u16,0,2
0,1533194027276,726,264,mousemove,//*[@id='tvcap']/div[1]/div/div[2]/div[1],{},"{""topRight"":159,""topLeft"":619,""bottomRight"":248,""bottomLeft"":647,""middle"":294,""inTarget"":true}",0.378125,0.27104722792607805,150.0,0.03333333333333333,-0.1147506386865203,20180802091110,"Thu, 02 Aug 2018 09:11:10 +0200","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1920x1080,1920x974,1903x2321,42stk82v3vcm61t0crjqkq7u16-dd-top_left,42stk82v3vcm61t0crjqkq7u16,0,2
0,1533194027442,730,269,mousemove,//*[@id='tvcap']/div[1]/div/div[2]/div[1],{},"{""topRight"":163,""topLeft"":624,""bottomRight"":242,""bottomLeft"":649,""middle"":298,""inTarget"":true}",0.3802083333333333,0.27618069815195073,166.0,0.038573037574896676,0.0052397042415633435,20180802091110,"Thu, 02 Aug 2018 09:11:10 +0200","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1920x1080,1920x974,1903x2321,42stk82v3vcm61t0crjqkq7u16-dd-top_left,42stk82v3vcm61t0crjqkq7u16,0,2
0,1533194027675,731,272,mousemove,//*[@id='tvcap']/div[1]/div/div[2]/div[1],{},"{""topRight"":166,""topLeft"":625,""bottomRight"":239,""bottomLeft"":649,""middle"":298,""inTarget"":true}",0.3807291666666667,0.2792607802874743,233.0,0.013572007125186178,-0.0250010304497105,20180802091110,"Thu, 02 Aug 2018 09:11:10 +0200","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1920x1080,1920x974,1903x2321,42stk82v3vcm61t0crjqkq7u16-dd-top_left,42stk82v3vcm61t0crjqkq7u16,0,2
0,1533194027826,731,274,mousemove,//*[@id='tvcap']/div[1]/div/div[2]/div[1],{},"{""topRight"":168,""topLeft"":626,""bottomRight"":237,""bottomLeft"":648,""middle"":298,""inTarget"":true}",0.3807291666666667,0.2813141683778234,151.0,0.013245033112582781,-0.00032697401260339647,20180802091110,"Thu, 02 Aug 2018 09:11:10 +0200","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1920x1080,1920x974,1903x2321,42stk82v3vcm61t0crjqkq7u16-dd-top_left,42stk82v3vcm61t0crjqkq7u16,0,2
