cursor,timestamp,xpos,ypos,event,xpath,attrs,extras,xpos_scaled,ypos_scaled,timestamp_diff,speed,acceleration,log_id,date,ua,screen,window,document,task,user_id,ad_clicked,attention
0,1537035926755,0,0,load,/,{},{},0.0,0.0,1.0,0.0,0.0,20180915202327,"Sat, 15 Sep 2018 20:23:27 +0200",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1366x768,1366x604,1349x1555,hkp60k843tl9b966lcj2qgt7t5-dd-top_left,hkp60k843tl9b966lcj2qgt7t5,0,5
0,1537035927109,426,261,mousemove,//*[@id='uid_WC7MzQACwQUKJkLLGAo0qg_0']/div/div/div/div[1]/div[3]/div[1]/div[2]/div[1],{},"{""topRight"":354,""topLeft"":336,""bottomRight"":324,""bottomLeft"":304,""middle"":48,""inTarget"":true}",0.3118594436310395,0.43211920529801323,354.0,1.4112905012993398,1.4112905012993398,20180915202327,"Sat, 15 Sep 2018 20:23:27 +0200",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1366x768,1366x604,1349x1555,hkp60k843tl9b966lcj2qgt7t5-dd-top_left,hkp60k843tl9b966lcj2qgt7t5,0,5
0,1537035927275,431,310,mousemove,//*[@id='uid_WC7MzQACwQUKJkLLGAo0qg_0']/div/div/div/div[1]/div[3]/div[1]/a/div,{},"{""topRight"":374,""topLeft"":365,""bottomRight"":313,""bottomLeft"":303,""middle"":96,""inTarget"":true}",0.31551976573938506,0.5132450331125827,166.0,0.29671350255481327,-1.1145769987445264,20180915202327,"Sat, 15 Sep 2018 20:23:27 +0200",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1366x768,1366x604,1349x1555,hkp60k843tl9b966lcj2qgt7t5-dd-top_left,hkp60k843tl9b966lcj2qgt7t5,0,5
0,1537035928507,0,0,blur,/,{},{},0.0,0.0,1232.0,0.4309300565674549,0.13421655401264165,20180915202327,"Sat, 15 Sep 2018 20:23:27 +0200",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1366x768,1366x604,1349x1555,hkp60k843tl9b966lcj2qgt7t5-dd-top_left,hkp60k843tl9b966lcj2qgt7t5,0,5
0,1537035989994,0,0,focus,/,{},{},0.0,0.0,61487.0,0.0,-0.4309300565674549,20180915202327,"Sat, 15 Sep 2018 20:23:27 +0200",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1366x768,1366x604,1349x1555,hkp60k843tl9b966lcj2qgt7t5-dd-top_left,hkp60k843tl9b966lcj2qgt7t5,0,5
0,1537035990840,441,10,mouseover,//*[@id='sb_ifc0'],{},"{""topRight"":318,""topLeft"":327,""bottomRight"":436,""bottomLeft"":443,""middle"":205,""inTarget"":false}",0.32284040995607616,0.016556291390728478,846.0,0.5214105958794724,0.5214105958794724,20180915202327,"Sat, 15 Sep 2018 20:23:27 +0200",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1366x768,1366x604,1349x1555,hkp60k843tl9b966lcj2qgt7t5-dd-top_left,hkp60k843tl9b966lcj2qgt7t5,0,5
0,1537035991154,316,88,mousemove,//*[@id='resultStats']/nobr,{},"{""topRight"":428,""topLeft"":189,""bottomRight"":488,""bottomLeft"":301,""middle"":174,""inTarget"":false}",0.23133235724743778,0.1456953642384106,314.0,0.46923485175254537,-0.05217574412692699,20180915202327,"Sat, 15 Sep 2018 20:23:27 +0200",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1366x768,1366x604,1349x1555,hkp60k843tl9b966lcj2qgt7t5-dd-top_left,hkp60k843tl9b966lcj2qgt7t5,0,5
0,1537035991304,260,131,mousemove,//*[@id='tvcap']/div/div[2]/div/h3/a/span,{},"{""topRight"":485,""topLeft"":134,""bottomRight"":521,""bottomLeft"":233,""middle"":195,""inTarget"":true}",0.1903367496339678,0.21688741721854304,150.0,0.4706968828827694,0.0014620311302240285,20180915202327,"Sat, 15 Sep 2018 20:23:27 +0200",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1366x768,1366x604,1349x1555,hkp60k843tl9b966lcj2qgt7t5-dd-top_left,hkp60k843tl9b966lcj2qgt7t5,0,5
0,1537035991454,256,131,mousemove,//*[@id='tvcap']/div/div[2]/div/h3/a/span,{},"{""topRight"":489,""topLeft"":130,""bottomRight"":524,""bottomLeft"":231,""middle"":198,""inTarget"":true}",0.18740849194729137,0.21688741721854304,150.0,0.02666666666666667,-0.4440302162161027,20180915202327,"Sat, 15 Sep 2018 20:23:27 +0200",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1366x768,1366x604,1349x1555,hkp60k843tl9b966lcj2qgt7t5-dd-top_left,hkp60k843tl9b966lcj2qgt7t5,0,5
0,1537035991605,254,128,mousemove,//*[@id='tvcap']/div/div[2]/div/h3/a/span,{},"{""topRight"":490,""topLeft"":128,""bottomRight"":527,""bottomLeft"":232,""middle"":202,""inTarget"":true}",0.18594436310395315,0.2119205298013245,151.0,0.023877823016317808,-0.0027888436503488608,20180915202327,"Sat, 15 Sep 2018 20:23:27 +0200",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,1366x768,1366x604,1349x1555,hkp60k843tl9b966lcj2qgt7t5-dd-top_left,hkp60k843tl9b966lcj2qgt7t5,0,5
