cursor,timestamp,xpos,ypos,event,xpath,attrs,extras,xpos_scaled,ypos_scaled,timestamp_diff,speed,acceleration,log_id,date,ua,screen,window,document,task,user_id,ad_clicked,attention
0,1486849384323,0,0,load,/,{},{},0.0,0.0,1.0,0.0,0.0,20170211224118,"Sat, 11 Feb 2017 22:41:18 +0100",Mozilla/5.0 (Windows NT 5.1; rv:51.0) Gecko/20100101 Firefox/51.0,1280x800,1280x643,1263x1809,clu7t5t9tbgrr8fg1b4afg5fv0-native-top_left,clu7t5t9tbgrr8fg1b4afg5fv0,0,1
0,1486849384564,431,327,mousemove,//*[@id='rso']/div/div,{},"{""topRight"":387,""topLeft"":379,""bottomRight"":331,""bottomLeft"":322,""middle"":168,""inTarget"":false}",0.33671875,0.5085536547433903,241.0,2.244847791974341,2.244847791974341,20170211224118,"Sat, 11 Feb 2017 22:41:18 +0100",Mozilla/5.0 (Windows NT 5.1; rv:51.0) Gecko/20100101 Firefox/51.0,1280x800,1280x643,1263x1809,clu7t5t9tbgrr8fg1b4afg5fv0-native-top_left,clu7t5t9tbgrr8fg1b4afg5fv0,0,1
0,1486849384720,367,309,mousemove,//*[@id='rso']/div/div/div[1]/div/div/div/div[2]/a[2],{},"{""topRight"":431,""topLeft"":317,""bottomRight"":388,""bottomLeft"":255,""middle"":165,""inTarget"":false}",0.28671875,0.48055987558320373,156.0,0.42617359329729904,-1.8186741986770418,20170211224118,"Sat, 11 Feb 2017 22:41:18 +0100",Mozilla/5.0 (Windows NT 5.1; rv:51.0) Gecko/20100101 Firefox/51.0,1280x800,1280x643,1263x1809,clu7t5t9tbgrr8fg1b4afg5fv0-native-top_left,clu7t5t9tbgrr8fg1b4afg5fv0,0,1
0,1486849384871,308,272,mousemove,//*[@id='rso']/div/div/div[1]/div/div/div/span,{},"{""topRight"":469,""topLeft"":249,""bottomRight"":439,""bottomLeft"":188,""middle"":170,""inTarget"":false}",0.240625,0.4230171073094868,151.0,0.4612049098405338,0.03503131654323477,20170211224118,"Sat, 11 Feb 2017 22:41:18 +0100",Mozilla/5.0 (Windows NT 5.1; rv:51.0) Gecko/20100101 Firefox/51.0,1280x800,1280x643,1263x1809,clu7t5t9tbgrr8fg1b4afg5fv0-native-top_left,clu7t5t9tbgrr8fg1b4afg5fv0,0,1
0,1486849385024,275,153,mousemove,//*[@id='tads']/ol/li/div[2]/b[1],{},"{""topRight"":472,""topLeft"":156,""bottomRight"":474,""bottomLeft"":161,""middle"":161,""inTarget"":true}",0.21484375,0.2379471228615863,153.0,0.8071300023025143,0.3459250924619805,20170211224118,"Sat, 11 Feb 2017 22:41:18 +0100",Mozilla/5.0 (Windows NT 5.1; rv:51.0) Gecko/20100101 Firefox/51.0,1280x800,1280x643,1263x1809,clu7t5t9tbgrr8fg1b4afg5fv0-native-top_left,clu7t5t9tbgrr8fg1b4afg5fv0,0,1
0,1486849385181,274,121,mousemove,//*[@id='vs0p1c0'],{},"{""topRight"":470,""topLeft"":148,""bottomRight"":480,""bottomLeft"":176,""middle"":167,""inTarget"":true}",0.2140625,0.18818040435458788,157.0,0.20392115405837097,-0.6032088482441433,20170211224118,"Sat, 11 Feb 2017 22:41:18 +0100",Mozilla/5.0 (Windows NT 5.1; rv:51.0) Gecko/20100101 Firefox/51.0,1280x800,1280x643,1263x1809,clu7t5t9tbgrr8fg1b4afg5fv0-native-top_left,clu7t5t9tbgrr8fg1b4afg5fv0,0,1
0,1486849385504,262,103,mouseover,//*[@id='tads']/ol/li,{},"{""topRight"":482,""topLeft"":134,""bottomRight"":496,""bottomLeft"":177,""middle"":183,""inTarget"":true}",0.2046875,0.16018662519440124,323.0,0.0669761846835416,-0.13694496937482936,20170211224118,"Sat, 11 Feb 2017 22:41:18 +0100",Mozilla/5.0 (Windows NT 5.1; rv:51.0) Gecko/20100101 Firefox/51.0,1280x800,1280x643,1263x1809,clu7t5t9tbgrr8fg1b4afg5fv0-native-top_left,clu7t5t9tbgrr8fg1b4afg5fv0,0,1
0,1486849385904,228,264,mouseover,//*[@id='rso']/div/div/div[1]/div/div/div,{},"{""topRight"":541,""topLeft"":192,""bottomRight"":518,""bottomLeft"":110,""middle"":233,""inTarget"":false}",0.178125,0.4105754276827372,400.0,0.4113772599451749,0.34440107526163327,20170211224118,"Sat, 11 Feb 2017 22:41:18 +0100",Mozilla/5.0 (Windows NT 5.1; rv:51.0) Gecko/20100101 Firefox/51.0,1280x800,1280x643,1263x1809,clu7t5t9tbgrr8fg1b4afg5fv0-native-top_left,clu7t5t9tbgrr8fg1b4afg5fv0,0,1
0,1486849386074,221,230,mousemove,//*[@id='rso']/div/div/div[1]/div/h3/a,{},"{""topRight"":539,""topLeft"":160,""bottomRight"":523,""bottomLeft"":94,""middle"":226,""inTarget"":false}",0.17265625,0.35769828926905134,170.0,0.2041947642083504,-0.20718249573682448,20170211224118,"Sat, 11 Feb 2017 22:41:18 +0100",Mozilla/5.0 (Windows NT 5.1; rv:51.0) Gecko/20100101 Firefox/51.0,1280x800,1280x643,1263x1809,clu7t5t9tbgrr8fg1b4afg5fv0-native-top_left,clu7t5t9tbgrr8fg1b4afg5fv0,0,1
0,1486849386257,222,229,mousemove,//*[@id='rso']/div/div/div[1]/div/h3/a,{},"{""topRight"":538,""topLeft"":160,""bottomRight"":522,""bottomLeft"":95,""middle"":225,""inTarget"":false}",0.1734375,0.3561430793157076,183.0,0.007727942963787406,-0.196466821244563,20170211224118,"Sat, 11 Feb 2017 22:41:18 +0100",Mozilla/5.0 (Windows NT 5.1; rv:51.0) Gecko/20100101 Firefox/51.0,1280x800,1280x643,1263x1809,clu7t5t9tbgrr8fg1b4afg5fv0-native-top_left,clu7t5t9tbgrr8fg1b4afg5fv0,0,1
