cursor,timestamp,xpos,ypos,event,xpath,attrs,extras,xpos_scaled,ypos_scaled,timestamp_diff,speed,acceleration,log_id,date,ua,screen,window,document,task,user_id,ad_clicked,attention
0,1486131324414,0,0,load,/,{},{},0.0,0.0,1.0,0.0,0.0,20170203144604,"Fri, 03 Feb 2017 14:46:04 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1024x768,1024x676,1058x2098,bgin60c99cq546h7g7dalih037-dd-top_left,bgin60c99cq546h7g7dalih037,0,4
0,1486131326497,0,0,blur,/,{},{},0.0,0.0,2083.0,0.0,0.0,20170203144604,"Fri, 03 Feb 2017 14:46:04 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1024x768,1024x676,1058x2098,bgin60c99cq546h7g7dalih037-dd-top_left,bgin60c99cq546h7g7dalih037,0,4
0,1486131341967,0,0,focus,/,{},{},0.0,0.0,15470.0,0.0,0.0,20170203144604,"Fri, 03 Feb 2017 14:46:04 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1024x768,1024x676,1058x2098,bgin60c99cq546h7g7dalih037-dd-top_left,bgin60c99cq546h7g7dalih037,0,4
0,1486131342216,758,1,mouseover,//*[@id='searchform']/div/div,{},"{""topRight"":106,""topLeft"":639,""bottomRight"":318,""bottomLeft"":706,""middle"":386,""inTarget"":false}",0.740234375,0.0014792899408284023,249.0,3.04417935594506,3.04417935594506,20170203144604,"Fri, 03 Feb 2017 14:46:04 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1024x768,1024x676,1058x2098,bgin60c99cq546h7g7dalih037-dd-top_left,bgin60c99cq546h7g7dalih037,0,4
0,1486131342368,715,100,mousemove,//*[@id='slim_appbar'],{},"{""topRight"":28,""topLeft"":587,""bottomRight"":221,""bottomLeft"":627,""middle"":302,""inTarget"":false}",0.6982421875,0.14792899408284024,152.0,0.7100997745040429,-2.334079581441017,20170203144604,"Fri, 03 Feb 2017 14:46:04 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1024x768,1024x676,1058x2098,bgin60c99cq546h7g7dalih037-dd-top_left,bgin60c99cq546h7g7dalih037,0,4
0,1486131342518,707,119,mousemove,//*[@id='tvcap']/div[1]/span,{},"{""topRight"":37,""topLeft"":579,""bottomRight"":203,""bottomLeft"":613,""middle"":288,""inTarget"":true}",0.6904296875,0.1760355029585799,150.0,0.13743685418725535,-0.5726629203167876,20170203144604,"Fri, 03 Feb 2017 14:46:04 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1024x768,1024x676,1058x2098,bgin60c99cq546h7g7dalih037-dd-top_left,bgin60c99cq546h7g7dalih037,0,4
0,1486131342675,0,0,scroll,/,{},{},0.0,0.0,157.0,4.566528071515188,4.429091217327933,20170203144604,"Fri, 03 Feb 2017 14:46:04 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1024x768,1024x676,1058x2098,bgin60c99cq546h7g7dalih037-dd-top_left,bgin60c99cq546h7g7dalih037,0,4
0,1486131342825,0,0,scroll,/,{},{},0.0,0.0,150.0,0.0,-4.566528071515188,20170203144604,"Fri, 03 Feb 2017 14:46:04 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1024x768,1024x676,1058x2098,bgin60c99cq546h7g7dalih037-dd-top_left,bgin60c99cq546h7g7dalih037,0,4
0,1486131342975,0,0,scroll,/,{},{},0.0,0.0,150.0,0.0,0.0,20170203144604,"Fri, 03 Feb 2017 14:46:04 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1024x768,1024x676,1058x2098,bgin60c99cq546h7g7dalih037-dd-top_left,bgin60c99cq546h7g7dalih037,0,4
0,1486131343211,706,421,mouseover,//*[@id='rso']/div[1]/div/div/div/div[2],{},"{""topRight"":317,""topLeft"":658,""bottomRight"":108,""bottomLeft"":587,""middle"":342,""inTarget"":false}",0.689453125,0.6227810650887574,236.0,3.483032805429786,3.483032805429786,20170203144604,"Fri, 03 Feb 2017 14:46:04 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1024x768,1024x676,1058x2098,bgin60c99cq546h7g7dalih037-dd-top_left,bgin60c99cq546h7g7dalih037,0,4
0,1486131343366,706,422,mousemove,//*[@id='rso']/div[1]/div/div/div/div[2],{},"{""topRight"":318,""topLeft"":659,""bottomRight"":109,""bottomLeft"":587,""middle"":343,""inTarget"":false}",0.689453125,0.6242603550295858,155.0,0.0064516129032258064,-3.4765811925265604,20170203144604,"Fri, 03 Feb 2017 14:46:04 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1024x768,1024x676,1058x2098,bgin60c99cq546h7g7dalih037-dd-top_left,bgin60c99cq546h7g7dalih037,0,4
0,1486131343558,705,426,mousemove,//*[@id='rso']/div[1]/div/div/div/div[2],{},"{""topRight"":322,""topLeft"":660,""bottomRight"":113,""bottomLeft"":587,""middle"":344,""inTarget"":false}",0.6884765625,0.6301775147928994,192.0,0.02147450846675865,0.015022895563532843,20170203144604,"Fri, 03 Feb 2017 14:46:04 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1024x768,1024x676,1058x2098,bgin60c99cq546h7g7dalih037-dd-top_left,bgin60c99cq546h7g7dalih037,0,4
0,1486131343708,0,0,scroll,/,{},{},0.0,0.0,150.0,5.491411476114315,5.469936967647556,20170203144604,"Fri, 03 Feb 2017 14:46:04 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1024x768,1024x676,1058x2098,bgin60c99cq546h7g7dalih037-dd-top_left,bgin60c99cq546h7g7dalih037,0,4
0,1486131343858,0,0,scroll,/,{},{},0.0,0.0,150.0,0.0,-5.491411476114315,20170203144604,"Fri, 03 Feb 2017 14:46:04 +0100","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1024x768,1024x676,1058x2098,bgin60c99cq546h7g7dalih037-dd-top_left,bgin60c99cq546h7g7dalih037,0,4
